"","temp","year","doy"
"1151",12.37,1975,321
"1152",11.68,1975,350
"1153",11.55,1976,14
"1154",11.78,1976,47
"1155",12.31,1976,76
"1156",13.45,1976,105
"1157",14.27,1976,138
"1158",15.03,1976,167
"1159",15.32,1976,197
"1160",15.17,1976,229
"1161",14.6,1976,259
"1162",13.4,1976,288
"1163",12.48,1976,321
"1164",11.96,1976,350
"1165",11.76,1977,14
"1166",12.06,1977,47
"1167",12.76,1977,76
"1168",13.78,1977,105
"1169",14.8,1977,138
"1170",15.42,1977,167
"1171",15.62,1977,197
"1172",15.47,1977,229
"1173",14.68,1977,259
"1174",13.67,1977,288
"1175",12.7,1977,321
"1176",11.88,1977,350
"1177",11.64,1978,14
"1178",11.94,1978,47
"1179",12.71,1978,76
"1180",13.69,1978,105
"1181",14.56,1978,138
"1182",15.14,1978,167
"1183",15.46,1978,197
"1184",15.16,1978,229
"1185",14.72,1978,259
"1186",13.67,1978,288
"1187",12.68,1978,321
"1188",11.93,1978,350
"1189",11.66,1979,14
"1190",11.74,1979,47
"1191",12.71,1979,76
"1192",13.67,1979,105
"1193",14.51,1979,138
"1194",15.29,1979,167
"1195",15.46,1979,197
"1196",15.46,1979,229
"1197",14.91,1979,259
"1198",13.9,1979,288
"1199",12.82,1979,321
"1200",12.33,1979,350
"1201",11.88,1980,14
"1202",12.23,1980,47
"1203",12.82,1980,76
"1204",13.82,1980,105
"1205",14.82,1980,138
"1206",15.35,1980,167
"1207",15.64,1980,197
"1208",15.47,1980,229
"1209",14.86,1980,259
"1210",13.77,1980,288
"1211",12.84,1980,321
"1212",12.06,1980,350
"1213",12.1,1981,14
"1214",12.26,1981,47
"1215",13,1981,76
"1216",13.84,1981,105
"1217",14.72,1981,138
"1218",15.44,1981,167
"1219",15.74,1981,197
"1220",15.64,1981,229
"1221",14.81,1981,259
"1222",13.76,1981,288
"1223",12.77,1981,321
"1224",12.26,1981,350
"1225",11.63,1982,14
"1226",12,1982,47
"1227",12.55,1982,76
"1228",13.67,1982,105
"1229",14.65,1982,138
"1230",15.21,1982,167
"1231",15.56,1982,197
"1232",15.33,1982,229
"1233",14.8,1982,259
"1234",13.77,1982,288
"1235",12.72,1982,321
"1236",12.27,1982,350
"1237",12.11,1983,14
"1238",12.27,1983,47
"1239",12.94,1983,76
"1240",13.8,1983,105
"1241",14.81,1983,138
"1242",15.38,1983,167
"1243",15.6,1983,197
"1244",15.65,1983,229
"1245",15.03,1983,259
"1246",13.81,1983,288
"1247",12.84,1983,321
"1248",12.02,1983,350
"1249",11.89,1984,14
"1250",11.98,1984,47
"1251",12.78,1984,76
"1252",13.58,1984,105
"1253",14.8,1984,138
"1254",15.17,1984,167
"1255",15.61,1984,197
"1256",15.48,1984,229
"1257",14.87,1984,259
"1258",13.78,1984,288
"1259",12.61,1984,321
"1260",11.81,1984,350
"1261",11.8,1985,14
"1262",11.8,1985,47
"1263",12.69,1985,76
"1264",13.64,1985,105
"1265",14.61,1985,138
"1266",15.3,1985,167
"1267",15.46,1985,197
"1268",15.46,1985,229
"1269",14.79,1985,259
"1270",13.76,1985,288
"1271",12.59,1985,321
"1272",11.99,1985,350
"1273",11.84,1986,14
"1274",12.21,1986,47
"1275",12.82,1986,76
"1276",13.74,1986,105
"1277",14.68,1986,138
"1278",15.27,1986,167
"1279",15.53,1986,197
"1280",15.45,1986,229
"1281",14.69,1986,259
"1282",13.79,1986,288
"1283",12.64,1986,321
"1284",11.98,1986,350
"1285",11.9,1987,14
"1286",12.27,1987,47
"1287",12.7,1987,76
"1288",13.77,1987,105
"1289",14.72,1987,138
"1290",15.5,1987,167
"1291",15.82,1987,197
"1292",15.54,1987,229
"1293",15.01,1987,259
"1294",13.97,1987,288
"1295",12.83,1987,321
"1296",12.31,1987,350
"1297",12.14,1988,14
"1298",12.28,1988,47
"1299",13.04,1988,76
"1300",13.95,1988,105
"1301",14.91,1988,138
"1302",15.55,1988,167
"1303",15.75,1988,197
"1304",15.68,1988,229
"1305",15.03,1988,259
"1306",14.02,1988,288
"1307",12.66,1988,321
"1308",12.14,1988,350
"1309",11.7,1989,14
"1310",12.14,1989,47
"1311",12.88,1989,76
"1312",13.81,1989,105
"1313",14.64,1989,138
"1314",15.32,1989,167
"1315",15.76,1989,197
"1316",15.62,1989,229
"1317",15.01,1989,259
"1318",13.93,1989,288
"1319",12.73,1989,321
"1320",12.22,1989,350
"1321",11.99,1990,14
"1322",12.28,1990,47
"1323",13.32,1990,76
"1324",14.08,1990,105
"1325",14.92,1990,138
"1326",15.53,1990,167
"1327",15.88,1990,197
"1328",15.63,1990,229
"1329",14.89,1990,259
"1330",14.09,1990,288
"1331",13.01,1990,321
"1332",12.26,1990,350
"1333",12.01,1991,14
"1334",12.34,1991,47
"1335",12.87,1991,76
"1336",14.03,1991,105
"1337",14.81,1991,138
"1338",15.68,1991,167
"1339",15.89,1991,197
"1340",15.68,1991,229
"1341",15.1,1991,259
"1342",13.93,1991,288
"1343",12.83,1991,321
"1344",12.17,1991,350
"1345",12.05,1992,14
"1346",12.24,1992,47
"1347",13,1992,76
"1348",13.79,1992,105
"1349",14.78,1992,138
"1350",15.41,1992,167
"1351",15.51,1992,197
"1352",15.37,1992,229
"1353",14.65,1992,259
"1354",13.7,1992,288
"1355",12.56,1992,321
"1356",12.06,1992,350
"1357",11.93,1993,14
"1358",12.21,1993,47
"1359",12.88,1993,76
"1360",13.8,1993,105
"1361",14.76,1993,138
"1362",15.38,1993,167
"1363",15.67,1993,197
"1364",15.4,1993,229
"1365",14.78,1993,259
"1366",13.87,1993,288
"1367",12.58,1993,321
"1368",12.03,1993,350
"1369",11.84,1994,14
"1370",11.87,1994,47
"1371",12.81,1994,76
"1372",13.93,1994,105
"1373",14.75,1994,138
"1374",15.59,1994,167
"1375",15.72,1994,197
"1376",15.51,1994,229
"1377",14.98,1994,259
"1378",14.06,1994,288
"1379",12.98,1994,321
"1380",12.23,1994,350
"1381",12.1,1995,14
"1382",12.63,1995,47
"1383",12.99,1995,76
"1384",13.99,1995,105
"1385",14.74,1995,138
"1386",15.58,1995,167
"1387",15.87,1995,197
"1388",15.74,1995,229
"1389",15,1995,259
"1390",14.12,1995,288
"1391",12.98,1995,321
"1392",12.11,1995,350
"1393",11.82,1996,14
"1394",12.3,1996,47
"1395",12.85,1996,76
"1396",13.84,1996,105
"1397",14.75,1996,138
"1398",15.4,1996,167
"1399",15.79,1996,197
"1400",15.77,1996,229
"1401",14.91,1996,259
"1402",13.84,1996,288
"1403",12.93,1996,321
"1404",12.22,1996,350
"1405",11.88,1997,14
"1406",12.25,1997,47
"1407",13.04,1997,76
"1408",13.86,1997,105
"1409",14.81,1997,138
"1410",15.69,1997,167
"1411",15.76,1997,197
"1412",15.71,1997,229
"1413",15.18,1997,259
"1414",14.25,1997,288
"1415",13.19,1997,321
"1416",12.44,1997,350
"1417",12.17,1998,14
"1418",12.72,1998,47
"1419",13.15,1998,76
"1420",14.16,1998,105
"1421",15.15,1998,138
"1422",15.92,1998,167
"1423",16.08,1998,197
"1424",15.95,1998,229
"1425",15.08,1998,259
"1426",14.06,1998,288
"1427",12.97,1998,321
"1428",12.4,1998,350
"1429",12.07,1999,14
"1430",12.48,1999,47
"1431",12.84,1999,76
"1432",13.84,1999,105
"1433",14.74,1999,138
"1434",15.51,1999,167
"1435",15.8,1999,197
"1436",15.61,1999,229
"1437",15.05,1999,259
"1438",13.98,1999,288
"1439",12.92,1999,321
"1440",12.26,1999,350
"1441",11.83,2000,14
"1442",12.4,2000,47
"1443",13.07,2000,76
"1444",14.08,2000,105
"1445",14.83,2000,138
"1446",15.55,2000,167
"1447",15.81,2000,197
"1448",15.71,2000,229
"1449",15.04,2000,259
"1450",13.92,2000,288
"1451",12.85,2000,321
"1452",12.14,2000,350
"1453",12.04,2001,14
"1454",12.28,2001,47
"1455",13.08,2001,76
"1456",14.03,2001,105
"1457",15.05,2001,138
"1458",15.67,2001,167
"1459",16.01,2001,197
"1460",15.79,2001,229
"1461",15.18,2001,259
"1462",14.15,2001,288
"1463",13.27,2001,321
"1464",12.41,2001,350
"1465",12.35,2002,14
"1466",12.63,2002,47
"1467",13.4,2002,76
"1468",14.1,2002,105
"1469",15.11,2002,138
"1470",15.68,2002,167
"1471",16.03,2002,197
"1472",15.82,2002,229
"1473",15.29,2002,259
"1474",14.18,2002,288
"1475",13.13,2002,321
"1476",12.29,2002,350
"1477",12.33,2003,14
"1478",12.42,2003,47
"1479",13.12,2003,76
"1480",14.07,2003,105
"1481",15.07,2003,138
"1482",15.63,2003,167
"1483",16,2003,197
"1484",15.94,2003,229
"1485",15.28,2003,259
"1486",14.37,2003,288
"1487",13.08,2003,321
"1488",12.6,2003,350
"1489",12.16,2004,14
"1490",12.57,2004,47
"1491",13.15,2004,76
"1492",14.13,2004,105
"1493",14.85,2004,138
"1494",15.59,2004,167
"1495",15.69,2004,197
"1496",15.76,2004,229
"1497",15.16,2004,259
"1498",14.24,2004,288
"1499",13.27,2004,321
"1500",12.36,2004,350
"1501",12.32,2005,14
"1502",12.44,2005,47
"1503",13.26,2005,76
"1504",14.2,2005,105
"1505",15.1,2005,138
"1506",15.79,2005,167
"1507",16.04,2005,197
"1508",15.9,2005,229
"1509",15.37,2005,259
"1510",14.39,2005,288
"1511",13.28,2005,321
"1512",12.53,2005,350
"1513",12.14,2006,14
"1514",12.57,2006,47
"1515",13.15,2006,76
"1516",14,2006,105
"1517",14.96,2006,138
"1518",15.81,2006,167
"1519",15.97,2006,197
"1520",16,2006,229
"1521",15.31,2006,259
"1522",14.33,2006,288
"1523",13.27,2006,321
"1524",12.64,2006,350
"1525",12.6,2007,14
"1526",12.54,2007,47
"1527",13.25,2007,76
"1528",14.28,2007,105
"1529",15.16,2007,138
"1530",15.76,2007,167
"1531",16.03,2007,197
"1532",15.88,2007,229
"1533",15.26,2007,259
"1534",14.22,2007,288
"1535",13.13,2007,321
"1536",12.35,2007,350
"1537",11.88,2008,14
"1538",12.22,2008,47
"1539",13.26,2008,76
"1540",14.06,2008,105
"1541",14.96,2008,138
"1542",15.64,2008,167
"1543",16.02,2008,197
"1544",15.76,2008,229
"1545",15.27,2008,259
"1546",14.31,2008,288
"1547",13.23,2008,321
"1548",12.39,2008,350
"1549",12.23,2009,14
"1550",12.37,2009,47
"1551",13.06,2009,76
"1552",14.13,2009,105
"1553",15.12,2009,138
"1554",15.8,2009,167
"1555",16.16,2009,197
"1556",15.97,2009,229
"1557",15.38,2009,259
"1558",14.29,2009,288
"1559",13.35,2009,321
"1560",12.53,2009,350
"1561",12.33,2010,14
"1562",12.68,2010,47
"1563",13.44,2010,76
"1564",14.37,2010,105
"1565",15.22,2010,138
"1566",15.82,2010,167
"1567",16.04,2010,197
"1568",15.96,2010,229
"1569",15.29,2010,259
"1570",14.35,2010,288
"1571",13.36,2010,321
"1572",12.3,2010,350
"1573",12.1,2011,14
"1574",12.32,2011,47
"1575",13.18,2011,76
"1576",14.17,2011,105
"1577",15,2011,138
"1578",15.77,2011,167
"1579",16.12,2011,197
"1580",16.03,2011,229
"1581",15.23,2011,259
"1582",14.3,2011,288
"1583",13.12,2011,321
"1584",12.46,2011,350
"1585",12.07,2012,14
"1586",12.33,2012,47
"1587",13.1,2012,76
"1588",14.24,2012,105
"1589",15.26,2012,138
"1590",15.79,2012,167
"1591",16,2012,197
"1592",15.92,2012,229
"1593",15.38,2012,259
"1594",14.43,2012,288
"1595",13.32,2012,321
"1596",12.38,2012,350
"1597",12.28,2013,14
"1598",12.46,2013,47
"1599",13.19,2013,76
"1600",14.06,2013,105
"1601",15.08,2013,138
"1602",15.84,2013,167
"1603",16.02,2013,197
"1604",15.99,2013,229
"1605",15.43,2013,259
"1606",14.33,2013,288
"1607",13.38,2013,321
"1608",12.55,2013,350
"1609",12.33,2014,14
"1610",12.39,2014,47
"1611",13.3,2014,76
"1612",14.32,2014,105
"1613",15.33,2014,138
"1614",15.82,2014,167
"1615",16,2014,197
"1616",16.11,2014,229
"1617",15.53,2014,259
"1618",14.44,2014,288
"1619",13.21,2014,321
"1620",12.64,2014,350
"1621",12.43,2015,14
"1622",12.74,2015,47
"1623",13.47,2015,76
"1624",14.27,2015,105
"1625",15.27,2015,138
"1626",15.96,2015,167
"1627",16.15,2015,197
"1628",16.09,2015,229
"1629",15.51,2015,259
"1630",14.73,2015,288
"1631",13.59,2015,321
"1632",13,2015,350
"1633",12.75,2016,14
"1634",13.21,2016,47
"1635",13.88,2016,76
"1636",14.63,2016,105
"1637",15.42,2016,138
"1638",15.95,2016,167
"1639",16.27,2016,197
"1640",16.3,2016,229
"1641",15.56,2016,259
"1642",14.52,2016,288
"1643",13.45,2016,321
"1644",12.71,2016,350
"1645",12.6,2017,14
"1646",12.98,2017,47
"1647",13.69,2017,76
"1648",14.46,2017,105
"1649",15.38,2017,138
"1650",15.87,2017,167
"1651",16.23,2017,197
"1652",16.16,2017,229
"1653",15.43,2017,259
"1654",14.54,2017,288
"1655",13.42,2017,321
"1656",12.79,2017,350
"1657",12.39,2018,14
"1658",12.68,2018,47
"1659",13.4,2018,76
"1660",14.41,2018,105
"1661",15.29,2018,138
"1662",15.92,2018,167
"1663",16.24,2018,197
"1664",16.05,2018,229
"1665",15.46,2018,259
"1666",14.65,2018,288
"1667",13.37,2018,321
"1668",12.77,2018,350
"1669",12.51,2019,14
"1670",12.79,2019,47
"1671",13.69,2019,76
"1672",14.53,2019,105
"1673",15.32,2019,138
"1674",16.06,2019,167
"1675",16.36,2019,197
"1676",16.23,2019,229
"1677",15.58,2019,259
"1678",14.65,2019,288
"1679",13.54,2019,321
"1680",12.94,2019,350
"1681",12.75,2020,14
"1682",13.08,2020,47
"1683",13.69,2020,76
"1684",14.65,2020,105
"1685",15.49,2020,138
"1686",16.07,2020,167
"1687",16.32,2020,197
"1688",16.16,2020,229
"1689",15.65,2020,259
"1690",14.52,2020,288
"1691",13.64,2020,321
"1692",12.66,2020,350
"1693",12.39,2021,14
"1694",12.48,2021,47
"1695",13.4,2021,76
"1696",14.28,2021,105
"1697",15.26,2021,138
"1698",16,2021,167
